Booking #,Sex,Race,Age,Book Date,,Release Date,Length of Stay,County Code,Release Authority,Offense Code,Offense Description,,
2025-02454,F,W,40,9/18/2025  1:00:00 PM,,,104.46,047,,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02455,M,W,26,9/18/2025  2:40:00 PM,,,104.39,047,,LAR2383F9,LARCENY FIREARMS - REGARDLESS OF VALUE - NOT FROM PERSON,,
2025-02455,M,W,26,9/18/2025  2:40:00 PM,,,104.39,047,,WPN5232M1,WEAPONS RECKLESS HANDLING OF FIREARM,,
2025-02456,M,W,41,9/18/2025  2:40:00 PM,,12/19/2025  2:40:00 PM,92.00,137,BOND,PRT5007M1,PROTECTIVE ORDERS VIOLATION OF A PROTECTIVE ORDER,,
2025-02458,F,W,39,9/18/2025  3:37:00 PM,,10/30/2025  3:00:00 PM,41.97,139,JUDGE,NAR3022F5,NARCOTICS POSSESSION,,
2025-02458,F,W,39,9/18/2025  3:37:00 PM,,10/30/2025  3:00:00 PM,41.97,139,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02460,M,W,47,9/18/2025  3:37:00 PM,,,104.35,137,,DES3237M1,DESERTION AND NONSUPPORT FAIL TO COMPLY WITH SUPPORT OBLIGATION - PAYROLL DEDUCTION,,
2025-02459,M,W,37,9/18/2025  3:50:00 PM,,,104.34,109,,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02457,F,W,28,9/18/2025  3:58:00 PM,,10/10/2025  9:00:00 AM,21.71,065,BOND,NAR3022F5,NARCOTICS POSSESSION,,
2025-02463,M,W,39,9/18/2025  8:25:00 PM,,9/19/2025  3:07:00 AM,1.00,065,HOSPITAL/TREATMENT,LAR2404F9,LARCENY AUTO THEFT - GRAND LARCENY,,
2025-02461,F,W,56,9/18/2025  8:42:00 PM,,10/6/2025  2:00:00 PM,17.72,137,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02462,F,W,49,9/18/2025  10:01:00 PM,,9/29/2025  7:29:00 AM,10.39,065,OUT OF STATE,ARR9986S9,ARRESTS (FOR USE BY STATE POLICE) FELONY ARREST WITHOUT WARRANT,,
2025-02464,M,W,39,9/19/2025  3:08:00 AM,,11/21/2025  3:45:00 PM,63.53,065,JUDGE,LAR2404F9,LARCENY AUTO THEFT - GRAND LARCENY,,
2025-02465,M,W,65,9/19/2025  9:38:00 AM,,,103.60,079,,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02466,M,W,34,9/19/2025  10:34:00 AM,,,103.56,137,,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02467,M,B,62,9/19/2025  10:34:00 AM,,9/23/2025  12:47:00 PM,4.09,137,BOND,CON3286S9,CON - GENERAL - WITHOUT JURY,,
2025-02468,M,B,38,9/19/2025  1:00:00 PM,,9/21/2025  1:00:00 PM,2.00,137,SENTENCE SERVED,DWI5444M1,TRAFFIC - DRIVING WHILE INTOXICATED - FIRST - LEVEL > .20,,
2025-02469,F,W,28,9/19/2025  1:30:00 PM,,9/26/2025  7:15:00 PM,7.24,113,BOND,PRT2114M1,VIOLATION OF A PROTECTIVE ORDER (GENERAL),,
2025-02470,F,W,32,9/19/2025  2:15:00 PM,,9/23/2025  6:29:00 AM,3.68,047,BOND,FTA5020M1,FAILURE TO APPEAR FAIL TO APPEAR IN COURT FOR MISDEMEANOR OFFENSE,,
2025-02470,F,W,32,9/19/2025  2:15:00 PM,,9/23/2025  6:29:00 AM,3.68,047,BOND,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02341,M,B,61,9/19/2025  6:00:00 PM,,9/20/2025  6:00:00 PM,1.00,137,SENTENCE SERVED,DWI5476S9,"DWI - 2ND CONVICTION W/5-10YRS,BLOOD ALCOHOL LEVEL .15>.20",,
2025-02471,F,W,46,9/19/2025  6:40:00 PM,,9/20/2025  9:39:00 AM,1.00,109,BOND,NAR3022F5,NARCOTICS POSSESSION,,
2025-02472,M,B,40,9/19/2025  7:00:00 PM,,9/21/2025  7:00:00 PM,2.00,065,SENTENCE SERVED,DWI5413M1,DRIVING WHILE INTOXICATED - FIRST CONVICTION,,
2025-02473,M,W,32,9/20/2025  12:06:00 AM,,,103.00,137,,DWI5462M1,"DWI - FIRST CONVICTION, INFLUENCE OF DRUGS",,
2025-02473,M,W,32,9/20/2025  12:06:00 AM,,,103.00,137,,EXT2106F6,"EXT-THREAT BY LETTER,COMMUNICATION,OR ELECTRONIC MESSAGE",,
2025-02473,M,W,32,9/20/2025  12:06:00 AM,,,103.00,137,,NAR3022F5,NARCOTICS POSSESSION,,
2025-02473,M,W,32,9/20/2025  12:06:00 AM,,,103.00,137,,PHA3170M1,"POSSESSION OF NEEDLES, CAPSULES, PIPE, ETC.",,
2025-02473,M,W,32,9/20/2025  12:06:00 AM,,,103.00,137,,STK2109M1,"STALKING WITH INTENT TO CAUSE FEAR, ASSAULT OR INJURY",,
2025-02473,M,W,32,9/20/2025  12:06:00 AM,,,103.00,137,,TEL3245M1,TELEPHONE ABUSIVE - PROFANE - THREATENING CALLS ON PHONE - C.B. RADIO,,
2025-02473,M,W,32,9/20/2025  12:06:00 AM,,,103.00,137,,WPN5185M1,CARRY CONCEALED WEAPON - FIREARM,,
2025-02473,M,W,32,9/20/2025  12:06:00 AM,,,103.00,137,,WPN5302F6,WPN-POSSES SCHEDULE I OR II DRUG WITH FIREARM ON OR ABOUT PERSON,,
2025-02474,M,W,22,9/20/2025  1:50:00 AM,,9/20/2025  2:45:00 AM,1.00,137,BOND,DWI5413M1,DRIVING WHILE INTOXICATED - FIRST CONVICTION,,
2025-02475,F,W,32,9/20/2025  9:09:00 AM,,10/5/2025  8:00:00 AM,14.95,047,SENTENCE SERVED,ASL1313M1,ASSAULT SIMPLE ASSAULT,,
2025-02476,M,W,24,9/20/2025  10:00:00 AM,,9/22/2025  10:00:00 AM,2.00,113,SENTENCE SERVED,REC6646M1,TRAFFIC - RECKLESS DRIVING 20 MPH OR MORE OVER SPEED LIMIT -LIMIT IS 30 MPH OR LESS,,
2025-02477,M,W,62,9/20/2025  4:24:00 PM,,9/22/2025  4:50:00 PM,2.02,109,BOND,FTA5019F6,FAILURE TO APPEAR FAIL TO APPEAR IN COURT FOR FELONY OFFENSE,,
2025-02478,M,W,40,9/20/2025  6:50:00 PM,,11/10/2025  12:21:00 PM,50.73,079,BOND,NAR3022F5,NARCOTICS POSSESSION,,
2025-02478,M,W,40,9/20/2025  6:50:00 PM,,11/10/2025  12:21:00 PM,50.73,079,BOND,PRT2114M1,VIOLATION OF A PROTECTIVE ORDER (GENERAL),,
2025-02478,M,W,40,9/20/2025  6:50:00 PM,,11/10/2025  12:21:00 PM,50.73,079,BOND,PRT5007M1,PROTECTIVE ORDERS VIOLATION OF A PROTECTIVE ORDER,,
2025-02478,M,W,40,9/20/2025  6:50:00 PM,,11/10/2025  12:21:00 PM,50.73,079,BOND,STK2109M1,"STALKING WITH INTENT TO CAUSE FEAR, ASSAULT OR INJURY",,
2025-02479,M,W,31,9/20/2025  10:10:00 PM,,9/25/2025  1:22:00 PM,4.63,113,BOND,LAR2366M1,LARCENY LESS THAN $1000 NOT FROM PERSON,,
2025-02479,M,W,31,9/20/2025  10:10:00 PM,,9/25/2025  1:22:00 PM,4.63,113,BOND,NAR3022F5,NARCOTICS POSSESSION,,
2025-02480,M,W,27,9/21/2025  5:13:00 AM,,9/22/2025  2:31:00 PM,1.39,109,BOND,STK2109M1,"STALKING WITH INTENT TO CAUSE FEAR, ASSAULT OR INJURY",,
2025-02481,M,B,51,9/21/2025  8:42:00 PM,,11/24/2025  3:54:00 PM,63.80,109,SENTENCE SERVED,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-02481,M,B,51,9/21/2025  8:42:00 PM,,11/24/2025  3:54:00 PM,63.80,109,SENTENCE SERVED,BND9975S9,BND - VIOLATIONS OF CONDITIONS OF RELEASE,,
2025-02481,M,B,51,9/21/2025  8:42:00 PM,,11/24/2025  3:54:00 PM,63.80,109,SENTENCE SERVED,VAN3192M1,"VAN-DAMAGE PHONE LINE,ETC.TO PREVENT SUMMONNING POLICE",,
2025-02482,M,B,51,9/21/2025  9:13:00 PM,,9/21/2025  10:28:00 PM,1.00,137,BOND,NAR3022F5,NARCOTICS POSSESSION,,
2025-02484,M,B,52,9/21/2025  11:11:00 PM,,9/22/2025  12:27:00 PM,1.00,109,HOSPITAL/TREATMENT,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02483,F,W,41,9/22/2025  12:30:00 AM,,9/24/2025  8:14:00 AM,2.32,187,JUDGE,CON5035S9,"FAIL TO APPEAR AFTER CHARGED W/ FELONY/MISD., OR RELEASED ON SUMMONS",,
2025-02483,F,W,41,9/22/2025  12:30:00 AM,,9/24/2025  8:14:00 AM,2.32,187,JUDGE,DEF0200S9,VIOLATION DRUG COURT PROGRAM,,
2025-02489,M,B,52,9/22/2025  12:28:00 PM,,10/20/2025  2:31:00 PM,28.09,109,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02485,M,W,59,9/22/2025  12:42:00 PM,,10/16/2025  10:07:00 PM,24.39,079,HOSPITAL/TREATMENT,ASL1342F6,ASSAULT SIMPLE ASSAULT ON LAW ENFORCEMENT - DOC - FIRE/RESCUE PERSONNEL,,
2025-02486,M,B,21,9/22/2025  1:15:00 PM,,1/2/2026  9:35:00 AM,100.45,047,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02487,M,B,46,9/22/2025  2:37:00 PM,,12/22/2025  8:00:00 AM,90.72,109,SENTENCE SERVED,DWI5439S9,REFUSAL OF BLOOD OR BREATH TEST - FIRST OFFENSE,,
2025-02487,M,B,46,9/22/2025  2:37:00 PM,,12/22/2025  8:00:00 AM,90.72,109,SENTENCE SERVED,LIC6858M1,"LICENSE REVOKED, DRIVE AFTER - NO ENDANGERMENT",,
2025-02487,M,B,46,9/22/2025  2:37:00 PM,,12/22/2025  8:00:00 AM,90.72,109,SENTENCE SERVED,REC6624F6,TRAFFIC - RECKLESS DRIVING DISREGARD POLICE COMMAND TO STOP - ENDANGERMENT,,
2025-02488,F,W,30,9/22/2025  3:38:00 PM,,9/26/2025  12:56:00 PM,3.89,139,BOND,NAR3022F5,NARCOTICS POSSESSION,,
2025-02488,F,W,30,9/22/2025  3:38:00 PM,,9/26/2025  12:56:00 PM,3.89,139,BOND,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02491,F,W,41,9/22/2025  4:00:00 PM,,12/8/2025  9:57:00 AM,76.75,109,JUDGE,CON3283S9,"DISOBEDIENCE/RESISTANCE OF AN OFFICER OF THE COURT, ETC.",,
2025-02491,F,W,41,9/22/2025  4:00:00 PM,,12/8/2025  9:57:00 AM,76.75,109,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02490,M,W,37,9/22/2025  4:03:00 PM,,1/6/2026  10:23:00 AM,100.33,047,JUDGE,DEF0200S9,VIOLATION DRUG COURT PROGRAM,,
2025-02490,M,W,37,9/22/2025  4:03:00 PM,,1/6/2026  10:23:00 AM,100.33,047,JUDGE,FRD2805F9,FAIL TO PERFORM CONSTRUCTION IN RETURN FOR ADVANCES - > $1000,,
2025-02490,M,W,37,9/22/2025  4:03:00 PM,,1/6/2026  10:23:00 AM,100.33,047,JUDGE,FTA5019F6,FAILURE TO APPEAR FAIL TO APPEAR IN COURT FOR FELONY OFFENSE,,
2025-02490,M,W,37,9/22/2025  4:03:00 PM,,1/6/2026  10:23:00 AM,100.33,047,JUDGE,NAR3022F5,NARCOTICS POSSESSION,,
2025-02490,M,W,37,9/22/2025  4:03:00 PM,,1/6/2026  10:23:00 AM,100.33,047,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02490,M,W,37,9/22/2025  4:03:00 PM,,1/6/2026  10:23:00 AM,100.33,047,JUDGE,PRB4851M9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - MISDEMEANOR",,
2025-02492,M,W,37,9/22/2025  5:28:00 PM,,9/22/2025  9:10:00 PM,1.00,079,BOND,RAP1148F9,RAP-PARENT/GRANDPARENT ETC. WITH CHILD AGE 13 TO 17,,
2025-02493,M,B,47,9/22/2025  7:45:00 PM,,,100.18,137,,RAP1121F9,SEXUAL ASSAULT VICTIM UNDER AGE 13,,
2025-02493,M,B,47,9/22/2025  7:45:00 PM,,,100.18,137,,RAP1135F9,"SEXUAL ASSAULT BY FORCE,THREAT,INTIM. OR VIA MENTAL INCAP/HELPLESS OF VICTIM",,
2025-02493,M,B,47,9/22/2025  7:45:00 PM,,,100.18,137,,RAP1148F9,RAP-PARENT/GRANDPARENT ETC. WITH CHILD AGE 13 TO 17,,
2025-02493,M,B,47,9/22/2025  7:45:00 PM,,,100.18,137,,SEX3644F5,"SEX-PARENT/GRANDPARENT ETC., CHILD AGE 15-17",,
2025-02493,M,B,47,9/22/2025  7:45:00 PM,,,100.18,137,,SEX3645F4,"SEX-PARENT/GRANDPARENT ETC.,CHILD LESS THAN AGE 15",,
2025-02494,M,W,43,9/23/2025  12:35:00 AM,,9/23/2025  10:31:00 AM,1.00,113,BOND,OBS3712M4,"DRUNK IN PUBLIC, INTOX. FROM DRUG",,
2025-02495,M,B,39,9/23/2025  8:27:00 AM,,10/1/2025  1:08:00 PM,8.20,079,JUDGE,CON5035S9,"FAIL TO APPEAR AFTER CHARGED W/ FELONY/MISD., OR RELEASED ON SUMMONS",,
2025-02495,M,B,39,9/23/2025  8:27:00 AM,,10/1/2025  1:08:00 PM,8.20,079,JUDGE,DES3237M1,DESERTION AND NONSUPPORT FAIL TO COMPLY WITH SUPPORT OBLIGATION - PAYROLL DEDUCTION,,
2025-02495,M,B,39,9/23/2025  8:27:00 AM,,10/1/2025  1:08:00 PM,8.20,079,JUDGE,FTA5019F6,FAILURE TO APPEAR FAIL TO APPEAR IN COURT FOR FELONY OFFENSE,,
2025-02495,M,B,39,9/23/2025  8:27:00 AM,,10/1/2025  1:08:00 PM,8.20,079,JUDGE,JUS4810M1,JUS - FALSELY IDENTIFY SELF TO LAW ENFORCEMENT,,
2025-02495,M,B,39,9/23/2025  8:27:00 AM,,10/1/2025  1:08:00 PM,8.20,079,JUDGE,PRB4851M9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - MISDEMEANOR",,
2025-02496,M,W,37,9/23/2025  10:00:00 AM,,9/23/2025  10:58:00 AM,1.00,137,BOND,VAN2919M2,VAN-DAMAGE PHONE LINE OR INTERCEPT MESSAGE,,
2025-02497,F,W,38,9/23/2025  11:18:00 AM,,9/23/2025  1:49:00 PM,1.00,109,BOND,CON5035S9,"FAIL TO APPEAR AFTER CHARGED W/ FELONY/MISD., OR RELEASED ON SUMMONS",,
2025-02498,M,B,48,9/23/2025  11:29:00 AM,,9/23/2025  1:49:00 PM,1.00,109,BOND,NAR3038F9,NARCOTICS SELL - POSS. W/INTENT - DISTRIB. ETC.- SUBSEQUENT CONVICTION,,
2025-02503,M,W,37,9/23/2025  12:31:00 PM,,9/24/2025  7:34:00 AM,1.00,079,JUDGE,BUR2216F9,"BUR-OTHER STRUCTURE W/INTENT TOCOMMIT LARCENY, A&B, ETC.",,
2025-02503,M,W,37,9/23/2025  12:31:00 PM,,9/24/2025  7:34:00 AM,1.00,079,JUDGE,LAR2354F9,"SHOPLIFT, ALTER PRICE TAGS>=$1000",,
2025-02503,M,W,37,9/23/2025  12:31:00 PM,,9/24/2025  7:34:00 AM,1.00,079,JUDGE,LAR2359F9,LARCENY $1000 OR MORE NOT FROM PERSON,,
2025-02499,F,W,58,9/23/2025  12:35:00 PM,,10/30/2025  7:49:00 AM,36.80,047,DOC,NAR3043F9,NARCOTICS POSSESSION W/INTENT TO SELL - DISTRIBUTE - ETC.,,
2025-02500,F,W,45,9/23/2025  12:35:00 PM,,9/28/2025  8:00:00 AM,4.81,047,SENTENCE SERVED,CBC4852M9,CBC - COMMUNITY-BASED PROBATION - MISDEMEANOR,,
2025-02501,M,B,34,9/23/2025  2:11:00 PM,,10/20/2025  7:50:00 PM,27.24,109,BOND,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02502,M,B,34,9/23/2025  3:03:00 PM,,,99.37,047,,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02504,M,W,47,9/23/2025  3:07:00 PM,,,99.37,137,,ASL1313M1,ASSAULT SIMPLE ASSAULT,,
2025-02504,M,W,47,9/23/2025  3:07:00 PM,,,99.37,137,,ASL1335F6,ASSAULT STAB - CUT - WOUND WITHOUT MALICIOUS INTENT,,
2025-02504,M,W,47,9/23/2025  3:07:00 PM,,,99.37,137,,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02506,M,B,24,9/23/2025  4:07:00 PM,,10/2/2025  4:12:00 PM,9.00,109,BOND,ARS2023F5,"ARSON, EXPLOSIVES, BOMBS OFFENDER 15 OR OVER",,
2025-02505,F,W,40,9/23/2025  4:43:00 PM,,10/14/2025  11:20:00 AM,20.78,065,BOND,NAR3032F5,"SELL, DISTRIBUTE, PWI, ETC. MARIJUANA- > 1 OUNCE TO < 5 LBS",,
2025-02508,M,W,72,9/23/2025  10:05:00 PM,,9/24/2025  3:25:00 AM,1.00,109,HOSPITAL/TREATMENT,RAP1121F9,SEXUAL ASSAULT VICTIM UNDER AGE 13,,
2025-02507,F,W,40,9/23/2025  10:29:00 PM,,9/24/2025  12:30:00 AM,1.00,109,BOND,DWI5462M1,"DWI - FIRST CONVICTION, INFLUENCE OF DRUGS",,
2025-02507,F,W,40,9/23/2025  10:29:00 PM,,9/24/2025  12:30:00 AM,1.00,109,BOND,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02509,F,W,46,9/24/2025  3:22:00 AM,,10/6/2025  1:29:00 PM,12.42,137,SENTENCE SERVED,FRD2699F6,BAD CHECKS - TWO OR MORE W/IN 90 DAYS - >=$1000,,
2025-02509,F,W,46,9/24/2025  3:22:00 AM,,10/6/2025  1:29:00 PM,12.42,137,SENTENCE SERVED,JUS4810M1,JUS - FALSELY IDENTIFY SELF TO LAW ENFORCEMENT,,
2025-02510,M,W,72,9/24/2025  3:26:00 AM,,11/26/2025  2:36:00 PM,63.47,109,BOND,RAP1121F9,SEXUAL ASSAULT VICTIM UNDER AGE 13,,
2025-02511,M,W,37,9/24/2025  9:45:00 AM,,10/3/2025  11:03:00 AM,9.05,137,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02512,M,B,25,9/24/2025  2:01:00 PM,,10/8/2025  8:00:00 AM,13.75,079,SENTENCE SERVED,SSV4853M9,SUSPENDED SENTENCE VIOLATION - MISDEMEANOR,,
2025-02513,M,W,43,9/24/2025  2:09:00 PM,,11/6/2025  11:25:00 AM,42.89,109,BOND,NAR3045C9,NAR-CONSPIRACY/SALE FOR PROFIT,,
2025-02513,M,W,43,9/24/2025  2:09:00 PM,,11/6/2025  11:25:00 AM,42.89,109,BOND,NAR3045F9,"SALE, ETC FOR PROFIT SCHEDULE I OR II DRUGS",,
2025-02514,M,W,39,9/24/2025  2:16:00 PM,,10/27/2025  2:53:00 PM,33.03,109,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02514,M,W,39,9/24/2025  2:16:00 PM,,10/27/2025  2:53:00 PM,33.03,109,JUDGE,PRB4851M9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - MISDEMEANOR",,
2025-02515,F,W,40,9/24/2025  3:03:00 PM,,9/26/2025  9:15:00 AM,1.76,065,JUDGE,FRD2360F9,FRAUD THEFT OF CREDIT CARD,,
2025-02515,F,W,40,9/24/2025  3:03:00 PM,,9/26/2025  9:15:00 AM,1.76,065,JUDGE,LAR2366M1,LARCENY LESS THAN $1000 NOT FROM PERSON,,
2025-02515,F,W,40,9/24/2025  3:03:00 PM,,9/26/2025  9:15:00 AM,1.76,065,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02516,M,B,27,9/24/2025  4:37:00 PM,,,98.31,137,,ASL1336F2,ASSAULT STAB - CUT - WOUND W/MALICIOUS INTENT VICTIM PERM. IMPAIRED,,
2025-02516,M,B,27,9/24/2025  4:37:00 PM,,,98.31,137,,FAM3806F4,FAMILY OFFENSE CHILD ABUSE AND NEGLECT,,
2025-02516,M,B,27,9/24/2025  4:37:00 PM,,,98.31,137,,RAP1124F4,SEXUAL ASSAULT AGE OF VICTIM 13 - 14,,
2025-02516,M,B,27,9/24/2025  4:37:00 PM,,,98.31,137,,RAP1129F9,SEXUAL ASSAULT INTERCOURSE WITH VICTIM BY FORCE - THREAT OR INTIMIDATION,,
2025-02516,M,B,27,9/24/2025  4:37:00 PM,,,98.31,137,,SEX3643F5,SEX-CHILD UNDER AGE 15,,
2025-02517,M,W,27,9/24/2025  4:37:00 PM,,9/29/2025  11:02:00 AM,4.77,137,JUDGE,CON3283S9,"DISOBEDIENCE/RESISTANCE OF AN OFFICER OF THE COURT, ETC.",,
2025-02517,M,W,27,9/24/2025  4:37:00 PM,,9/29/2025  11:02:00 AM,4.77,137,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02518,M,W,23,9/24/2025  6:23:00 PM,,9/24/2025  8:00:00 PM,1.00,023,BOND,SSV4853M9,SUSPENDED SENTENCE VIOLATION - MISDEMEANOR,,
2025-02519,M,W,27,9/24/2025  7:58:00 PM,,9/28/2025  2:30:00 PM,3.77,137,BOND,LAR2359F9,LARCENY $1000 OR MORE NOT FROM PERSON,,
2025-02519,M,W,27,9/24/2025  7:58:00 PM,,9/28/2025  2:30:00 PM,3.77,137,BOND,VAN2922M1,"VANDALISM, DAMAGE PROPERTY INTENTIONALLY - DAMAGE/DESTROY ANY PROPERTY OR MONUMENT - <$1000",,
2025-02520,M,B,28,9/25/2025  12:20:00 AM,,9/26/2025  9:25:00 AM,1.38,177,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02521,M,W,25,9/25/2025  2:38:00 AM,,9/25/2025  7:40:00 AM,1.00,079,BOND,LIC6808M2,TRAFFIC - OPERATOR'S LICENSE DRIVE WITHOUT A LICENSE,,
2025-02521,M,W,25,9/25/2025  2:38:00 AM,,9/25/2025  7:40:00 AM,1.00,079,BOND,REC6631M2,"REC-FAIL TO STOP FOR POLICE,ATTEMPT TO ESCAPE OR ELUDE",,
2025-02522,M,W,31,9/25/2025  11:27:00 AM,,,97.52,137,,ASL1319F9,ASSAULT FIREARM USE IN COMMISSION OF FELONY-(FIRST OFFENSE),,
2025-02522,M,W,31,9/25/2025  11:27:00 AM,,,97.52,137,,ASL1336F2,ASSAULT STAB - CUT - WOUND W/MALICIOUS INTENT VICTIM PERM. IMPAIRED,,
2025-02522,M,W,31,9/25/2025  11:27:00 AM,,,97.52,137,,MUR0935A9,MUR-ATTEMPT/SECOND DEGREE/5Y-40Y,,
2025-02522,M,W,31,9/25/2025  11:27:00 AM,,,97.52,137,,VAN2939F4,"VANDALISM, DAMAGE PROPERTY SHOOT OR THROW MISSILE AT TRAIN - CAR - VESSEL W/MALICE",,
2025-02523,M,W,25,9/25/2025  1:43:00 PM,,,97.43,047,,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02524,F,W,35,9/25/2025  2:30:00 PM,,9/25/2025  4:01:00 PM,1.00,137,BOND,PER5017F5,PERJURY FALSELY SWEAR AN OATH,,
2025-02525,M,W,31,9/25/2025  3:37:00 PM,,10/1/2025  10:45:00 AM,5.80,079,SENTENCE SERVED,CON5035S9,"FAIL TO APPEAR AFTER CHARGED W/ FELONY/MISD., OR RELEASED ON SUMMONS",,
2025-02525,M,W,31,9/25/2025  3:37:00 PM,,10/1/2025  10:45:00 AM,5.80,079,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02526,M,W,46,9/25/2025  3:50:00 PM,,,97.34,139,,HEA5529S9,EMERGENCY CUSTODY: PERSON ON CONDITIONAL RELEASE CIVIL,,
2025-02527,M,W,51,9/25/2025  3:50:00 PM,,11/13/2025  9:43:00 AM,48.75,139,JUDGE,ASL1334A3,ATTEMPTED WOUNDING,,
2025-02527,M,W,51,9/25/2025  3:50:00 PM,,11/13/2025  9:43:00 AM,48.75,139,JUDGE,ASL1347F6,ASL-STRANGULATION RESULTING IN WOUNDING OR BODILY INJURY,,
2025-02527,M,W,51,9/25/2025  3:50:00 PM,,11/13/2025  9:43:00 AM,48.75,139,JUDGE,FAM3808F6,FAMILY OFFENSE GROSS - WANTON - OR RECKLESS CARE FOR CHILD,,
2025-02527,M,W,51,9/25/2025  3:50:00 PM,,11/13/2025  9:43:00 AM,48.75,139,JUDGE,KID1010F5,KIDNAPPING ABDUCT BY FORCE WITHOUT JUSTIFICATION,,
2025-02527,M,W,51,9/25/2025  3:50:00 PM,,11/13/2025  9:43:00 AM,48.75,139,JUDGE,REC6625M1,TRAFFIC - RECKLESS DRIVING ENDANGER LIFE OR LIMB,,
2025-02527,M,W,51,9/25/2025  3:50:00 PM,,11/13/2025  9:43:00 AM,48.75,139,JUDGE,VAN2956F6,"VANDALISM, DAMAGE PROPERTY INTENTIONALLY - DAMAGE/DESTROY ANY PROPERTY OR MONUMENT >=$1000",,
2025-02529,F,B,30,9/25/2025  3:50:00 PM,,10/22/2025  4:55:00 PM,27.05,139,SENTENCE SERVED,CON3279S9,MISBEHAVIOR IN THE PRESENCE OF THE COURT,,
2025-02528,F,B,39,9/25/2025  3:57:00 PM,,9/29/2025  10:57:00 AM,3.79,139,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02530,F,W,38,9/25/2025  5:14:00 PM,,10/4/2025  12:07:00 AM,8.29,065,BOND,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02531,F,W,30,9/25/2025  7:30:00 PM,,9/26/2025  1:05:00 AM,1.00,047,BOND,NAR3022F5,NARCOTICS POSSESSION,,
2025-02539,M,B,20,9/25/2025  10:47:00 PM,,10/3/2025  1:30:00 PM,7.61,137,JUDGE,ASL1342F6,ASSAULT SIMPLE ASSAULT ON LAW ENFORCEMENT - DOC - FIRE/RESCUE PERSONNEL,,
2025-02539,M,B,20,9/25/2025  10:47:00 PM,,10/3/2025  1:30:00 PM,7.61,137,JUDGE,JUS4810M1,JUS - FALSELY IDENTIFY SELF TO LAW ENFORCEMENT,,
